Agent Name,Round,Choice,Score
Selfish GPT-4-omni,1,DEFECT,0
Selfish GPT-4-omni,1,DEFECT,0
Selfish GPT-4-omni,2,DEFECT,0
Selfish GPT-4-omni,2,DEFECT,0
Selfish GPT-4-omni,3,DEFECT,0
Selfish GPT-4-omni,3,DEFECT,0
Selfish GPT-4-omni,4,DEFECT,0
Selfish GPT-4-omni,4,DEFECT,0
Selfish GPT-4-omni,5,DEFECT,0
Selfish GPT-4-omni,5,DEFECT,0
Selfish GPT-4-omni,6,DEFECT,0
Selfish GPT-4-omni,6,DEFECT,0
Selfish GPT-4-omni,7,DEFECT,0
Selfish GPT-4-omni,7,DEFECT,0
Selfish GPT-4-omni,8,DEFECT,0
Selfish GPT-4-omni,8,DEFECT,0
Selfish GPT-4-omni,9,DEFECT,0
Selfish GPT-4-omni,9,DEFECT,0
Selfish GPT-4-omni,10,DEFECT,0
Selfish GPT-4-omni,10,DEFECT,0
Selfish GPT-4-omni,11,DEFECT,0
Selfish GPT-4-omni,11,DEFECT,0
Selfish GPT-4-omni,12,DEFECT,0
Selfish GPT-4-omni,12,DEFECT,0
Selfish GPT-4-omni,13,DEFECT,0
Selfish GPT-4-omni,13,DEFECT,0
Selfish GPT-4-omni,14,DEFECT,0
Selfish GPT-4-omni,14,DEFECT,0
Selfish GPT-4-omni,15,DEFECT,0
Selfish GPT-4-omni,15,DEFECT,0
Selfish GPT-4-omni,16,DEFECT,0
Selfish GPT-4-omni,16,DEFECT,0
Selfish GPT-4-omni,17,DEFECT,0
Selfish GPT-4-omni,17,DEFECT,0
Selfish GPT-4-omni,18,DEFECT,0
Selfish GPT-4-omni,18,DEFECT,0
Selfish GPT-4-omni,19,DEFECT,0
Selfish GPT-4-omni,19,DEFECT,0
Selfish GPT-4-omni,20,DEFECT,0
Selfish GPT-4-omni,20,DEFECT,0
